;cep;bairro
3278;91720-012;Cascata
3279;91720-622;Cascata
3280;91740-521;Vila Nova
3281;91780-601;Ponta Grossa
3282;91787-381;Belém Velho
3283;91900-280;Tristeza
3284;91910-260;Camaquã
3285;91740-813;Vila Nova
3286;91430-490;Jardim Carvalho
3287;91120-260;Sarandi
3288;90245-001;Farrapos
3289;91540-500;Agronomia
3290;90830-700;Santa Tereza
3291;90870-311;Medianeira
3292;91910-004;Camaquã
3293;91740-070;Nonoai
3294;90840-080;Santa Tereza
3295;91755-390;Aberta dos Morros
3296;90820-110;Cristal
3297;91920-660;Tristeza
3298;91750-082;Campo Novo
3299;91712-091;Cascata
3300;91430-470;Jardim Carvalho
3301;91520-532;Vila São José
3302;91710-081;Coronel Aparício Borges
3303;91720-012;Cascata
3304;91720-622;Cascata
3305;91740-521;Vila Nova
3306;91780-601;Ponta Grossa
3307;91787-381;Belém Velho
3308;91900-280;Tristeza
3309;91910-260;Camaquã
3310;91740-813;Vila Nova
3311;91430-490;Jardim Carvalho
3312;91120-260;Sarandi
3313;90245-001;Farrapos
3314;91540-500;Agronomia
3315;90830-700;Santa Tereza
3316;90870-311;Medianeira
3317;91910-004;Camaquã
3318;91740-070;Nonoai
3319;90840-080;Santa Tereza
3320;91755-390;Aberta dos Morros
3321;90820-110;Cristal
3322;91920-660;Tristeza
3323;91750-082;Campo Novo
3324;91712-091;Cascata
3325;91430-470;Jardim Carvalho
3326;91520-532;Vila São José
3327;91710-081;Coronel Aparício Borges
3328;91720-012;Cascata
3329;91720-622;Cascata
3330;91740-521;Vila Nova
3331;91780-601;Ponta Grossa
3332;91787-381;Belém Velho
3333;91900-280;Tristeza
3334;91910-260;Camaquã
3335;91740-813;Vila Nova
3336;91430-490;Jardim Carvalho
3337;91120-260;Sarandi
3338;90245-001;Farrapos
3339;91540-500;Agronomia
3340;90830-700;Santa Tereza
3341;90870-311;Medianeira
3342;91910-004;Camaquã
3343;91740-070;Nonoai
3344;90840-080;Santa Tereza
3345;91755-390;Aberta dos Morros
3346;90820-110;Cristal
3347;91920-660;Tristeza
3348;91750-082;Campo Novo
3349;91712-091;Cascata
3350;91430-470;Jardim Carvalho
3351;91520-532;Vila São José
3352;91710-081;Coronel Aparício Borges
3353;91720-012;Cascata
3354;91720-622;Cascata
3355;91740-521;Vila Nova
3356;91780-601;Ponta Grossa
3357;91787-381;Belém Velho
3358;91900-280;Tristeza
3359;91910-260;Camaquã
3360;91740-813;Vila Nova
3361;91430-490;Jardim Carvalho
3362;91120-260;Sarandi
3363;90245-001;Farrapos
3364;91540-500;Agronomia
3365;90830-700;Santa Tereza
3366;90870-311;Medianeira
3367;91910-004;Camaquã
3368;91740-070;Nonoai
3369;90840-080;Santa Tereza
3370;91755-390;Aberta dos Morros
3371;90820-110;Cristal
3372;91920-660;Tristeza
3373;91750-082;Campo Novo
3374;91712-091;Cascata
3375;91430-470;Jardim Carvalho
3376;91520-532;Vila São José
3377;91710-081;Coronel Aparício Borges
3378;91720-012;Cascata
3379;91720-622;Cascata
3380;91740-521;Vila Nova
3381;91780-601;Ponta Grossa
3382;91787-381;Belém Velho
3383;91900-280;Tristeza
3384;91910-260;Camaquã
3385;91740-813;Vila Nova
3386;91430-490;Jardim Carvalho
3387;91120-260;Sarandi
3388;90245-001;Farrapos
3389;91540-500;Agronomia
3390;90830-700;Santa Tereza
3391;90870-311;Medianeira
3392;91910-004;Camaquã
3393;91740-070;Nonoai
3394;90840-080;Santa Tereza
3395;91755-390;Aberta dos Morros
3396;90820-110;Cristal
3397;91920-660;Tristeza
3398;91750-082;Campo Novo
3399;91712-091;Cascata
3400;91430-470;Jardim Carvalho
3401;91520-532;Vila São José
3402;91710-081;Coronel Aparício Borges
3403;91720-012;Cascata
3404;91720-622;Cascata
3405;91740-521;Vila Nova
3406;91780-601;Ponta Grossa
3407;91787-381;Belém Velho
3408;91900-280;Tristeza
3409;91910-260;Camaquã
3410;91740-813;Vila Nova
3411;91430-490;Jardim Carvalho
3412;91120-260;Sarandi
3413;90245-001;Farrapos
3414;91540-500;Agronomia
3415;90830-700;Santa Tereza
3416;90870-311;Medianeira
3417;91910-004;Camaquã
3418;91740-070;Nonoai
3419;90840-080;Santa Tereza
3420;91755-390;Aberta dos Morros
3421;90820-110;Cristal
3422;91920-660;Tristeza
3423;91750-082;Campo Novo
3424;91712-091;Cascata
3425;91430-470;Jardim Carvalho
3426;91520-532;Vila São José
3427;91710-081;Coronel Aparício Borges
3428;91720-012;Cascata
3429;91720-622;Cascata
3430;91740-521;Vila Nova
3431;91780-601;Ponta Grossa
3432;91787-381;Belém Velho
3433;91900-280;Tristeza
3434;91910-260;Camaquã
3435;91740-813;Vila Nova
3436;91430-490;Jardim Carvalho
3437;91120-260;Sarandi
3438;90245-001;Farrapos
3439;91540-500;Agronomia
3440;90830-700;Santa Tereza
3441;90870-311;Medianeira
3442;91910-004;Camaquã
3443;91740-070;Nonoai
3444;90840-080;Santa Tereza
3445;91755-390;Aberta dos Morros
3446;90820-110;Cristal
3447;91920-660;Tristeza
3448;91750-082;Campo Novo
3449;91712-091;Cascata
3450;91430-470;Jardim Carvalho
3451;91520-532;Vila São José
3452;91710-081;Coronel Aparício Borges
3453;91720-012;Cascata
3454;91720-622;Cascata
3455;91740-521;Vila Nova
3456;91780-601;Ponta Grossa
3457;91787-381;Belém Velho
3458;91900-280;Tristeza
3459;91910-260;Camaquã
3460;91740-813;Vila Nova
3461;91430-490;Jardim Carvalho
3462;91120-260;Sarandi
3463;90245-001;Farrapos
3464;91540-500;Agronomia
3465;90830-700;Santa Tereza
3466;90870-311;Medianeira
3467;91910-004;Camaquã
3468;91740-070;Nonoai
3469;90840-080;Santa Tereza
3470;91755-390;Aberta dos Morros
3471;90820-110;Cristal
3472;91920-660;Tristeza
3473;91750-082;Campo Novo
3474;91712-091;Cascata
3475;91430-470;Jardim Carvalho
3476;91520-532;Vila São José
3477;91710-081;Coronel Aparício Borges
3478;91720-012;Cascata
3479;91720-622;Cascata
3480;91740-521;Vila Nova
3481;91780-601;Ponta Grossa
3482;91787-381;Belém Velho
3483;91900-280;Tristeza
3484;91910-260;Camaquã
3485;91740-813;Vila Nova
3486;91430-490;Jardim Carvalho
3487;91120-260;Sarandi
3488;90245-001;Farrapos
3489;91540-500;Agronomia
3490;90830-700;Santa Tereza
3491;90870-311;Medianeira
3492;91910-004;Camaquã
3493;91740-070;Nonoai
3494;90840-080;Santa Tereza
3495;91755-390;Aberta dos Morros
3496;90820-110;Cristal
3497;91920-660;Tristeza
3498;91750-082;Campo Novo
3499;91712-091;Cascata
3500;91430-470;Jardim Carvalho
3501;91520-532;Vila São José
3502;91710-081;Coronel Aparício Borges
3503;91720-012;Cascata
3504;91720-622;Cascata
3505;91740-521;Vila Nova
3506;91780-601;Ponta Grossa
3507;91787-381;Belém Velho
3508;91900-280;Tristeza
3509;91910-260;Camaquã
3510;91740-813;Vila Nova
3511;91430-490;Jardim Carvalho
3512;91120-260;Sarandi
3513;90245-001;Farrapos
3514;91540-500;Agronomia
3515;90830-700;Santa Tereza
3516;90870-311;Medianeira
3517;91910-004;Camaquã
3518;91740-070;Nonoai
3519;90840-080;Santa Tereza
3520;91755-390;Aberta dos Morros
3521;90820-110;Cristal
3522;91920-660;Tristeza
3523;91750-082;Campo Novo
3524;91712-091;Cascata
3525;91430-470;Jardim Carvalho
3526;91520-532;Vila São José
3527;91710-081;Coronel Aparício Borges
3528;91720-012;Cascata
3529;91720-622;Cascata
3530;91740-521;Vila Nova
3531;91780-601;Ponta Grossa
3532;91787-381;Belém Velho
3533;91900-280;Tristeza
3534;91910-260;Camaquã
3535;91740-813;Vila Nova
3536;91430-490;Jardim Carvalho
3537;91120-260;Sarandi
3538;90245-001;Farrapos
3539;91540-500;Agronomia
3540;90830-700;Santa Tereza
3541;90870-311;Medianeira
3542;91910-004;Camaquã
3543;91740-070;Nonoai
3544;90840-080;Santa Tereza
3545;91755-390;Aberta dos Morros
3546;90820-110;Cristal
3547;91920-660;Tristeza
3548;91750-082;Campo Novo
3549;91712-091;Cascata
3550;91430-470;Jardim Carvalho
3551;91520-532;Vila São José
3552;91710-081;Coronel Aparício Borges
3553;91720-012;Cascata
3554;91720-622;Cascata
3555;91740-521;Vila Nova
3556;91780-601;Ponta Grossa
3557;91787-381;Belém Velho
3558;91900-280;Tristeza
3559;91910-260;Camaquã
3560;91740-813;Vila Nova
3561;91430-490;Jardim Carvalho
3562;91120-260;Sarandi
3563;90245-001;Farrapos
3564;91540-500;Agronomia
3565;90830-700;Santa Tereza
3566;90870-311;Medianeira
3567;91910-004;Camaquã
3568;91740-070;Nonoai
3569;90840-080;Santa Tereza
3570;91755-390;Aberta dos Morros
3571;90820-110;Cristal
3572;91920-660;Tristeza
3573;91750-082;Campo Novo
3574;91712-091;Cascata
3575;91430-470;Jardim Carvalho
3576;91520-532;Vila São José
3577;91710-081;Coronel Aparício Borges
3578;91720-012;Cascata
3579;91720-622;Cascata
3580;91740-521;Vila Nova
3581;91780-601;Ponta Grossa
3582;91787-381;Belém Velho
3583;91900-280;Tristeza
3584;91910-260;Camaquã
3585;91740-813;Vila Nova
3586;91430-490;Jardim Carvalho
3587;91120-260;Sarandi
3588;90245-001;Farrapos
3589;91540-500;Agronomia
3590;90830-700;Santa Tereza
3591;90870-311;Medianeira
3592;91910-004;Camaquã
3593;91740-070;Nonoai
3594;90840-080;Santa Tereza
3595;91755-390;Aberta dos Morros
3596;90820-110;Cristal
3597;91920-660;Tristeza
3598;91750-082;Campo Novo
3599;91712-091;Cascata
3600;91430-470;Jardim Carvalho
3601;91520-532;Vila São José
3602;91710-081;Coronel Aparício Borges
3603;91720-012;Cascata
3604;91720-622;Cascata
3605;91740-521;Vila Nova
3606;91780-601;Ponta Grossa
3607;91787-381;Belém Velho
3608;91900-280;Tristeza
3609;91910-260;Camaquã
3610;91740-813;Vila Nova
3611;91430-490;Jardim Carvalho
3612;91120-260;Sarandi
3613;90245-001;Farrapos
3614;91540-500;Agronomia
3615;90830-700;Santa Tereza
3616;90870-311;Medianeira
3617;91910-004;Camaquã
3618;91740-070;Nonoai
3619;90840-080;Santa Tereza
3620;91755-390;Aberta dos Morros
3621;90820-110;Cristal
3622;91920-660;Tristeza
3623;91750-082;Campo Novo
3624;91712-091;Cascata
3625;91430-470;Jardim Carvalho
3626;91520-532;Vila São José
3627;91710-081;Coronel Aparício Borges
3628;91720-012;Cascata
3629;91720-622;Cascata
3630;91740-521;Vila Nova
3631;91780-601;Ponta Grossa
3632;91787-381;Belém Velho
3633;91900-280;Tristeza
3634;91910-260;Camaquã
3635;91740-813;Vila Nova
3636;91430-490;Jardim Carvalho
3637;91120-260;Sarandi
3638;90245-001;Farrapos
3639;91540-500;Agronomia
3640;90830-700;Santa Tereza
3641;90870-311;Medianeira
3642;91910-004;Camaquã
3643;91740-070;Nonoai
